species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,id,class_name
Chinstrap penguin (Pygoscelis antarctica),49.2,18.2,195.0,4400.0,Penguin_170,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),42.4,17.3,181.0,3600.0,Penguin_171,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),48.5,17.5,191.0,3400.0,Penguin_172,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),43.2,16.6,187.0,2900.0,Penguin_173,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.6,19.4,193.0,3800.0,Penguin_174,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),46.7,17.9,195.0,3300.0,Penguin_175,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),52.0,19.0,197.0,4150.0,Penguin_176,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.5,18.4,200.0,3400.0,Penguin_177,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.5,19.0,200.0,3800.0,Penguin_178,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),46.4,17.8,191.0,3700.0,Penguin_179,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),52.8,20.0,205.0,4550.0,Penguin_180,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),40.9,16.6,187.0,3200.0,Penguin_181,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),54.2,20.8,201.0,4300.0,Penguin_182,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),42.5,16.7,187.0,3350.0,Penguin_183,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),51.0,18.8,203.0,4100.0,Penguin_184,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.7,18.6,195.0,3600.0,Penguin_185,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),47.5,16.8,199.0,3900.0,Penguin_186,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),47.6,18.3,195.0,3850.0,Penguin_187,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),52.0,20.7,210.0,4800.0,Penguin_188,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),46.9,16.6,192.0,2700.0,Penguin_189,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),53.5,19.9,205.0,4500.0,Penguin_190,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.0,19.5,210.0,3950.0,Penguin_191,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),46.2,17.5,187.0,3650.0,Penguin_192,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.9,19.1,196.0,3550.0,Penguin_193,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),45.5,17.0,196.0,3500.0,Penguin_194,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.9,17.9,196.0,3675.0,Penguin_195,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.8,18.5,201.0,4450.0,Penguin_196,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.1,17.9,190.0,3400.0,Penguin_197,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.0,19.6,212.0,4300.0,Penguin_198,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),51.5,18.7,187.0,3250.0,Penguin_199,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.8,17.3,198.0,3675.0,Penguin_200,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),48.1,16.4,199.0,3325.0,Penguin_201,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),51.4,19.0,201.0,3950.0,Penguin_202,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),45.7,17.3,193.0,3600.0,Penguin_203,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.7,19.7,203.0,4050.0,Penguin_204,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),42.5,17.3,187.0,3350.0,Penguin_205,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),52.2,18.8,197.0,3450.0,Penguin_206,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),45.2,16.6,191.0,3250.0,Penguin_207,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.3,19.9,203.0,4050.0,Penguin_208,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.2,18.8,202.0,3800.0,Penguin_209,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),45.6,19.4,194.0,3525.0,Penguin_210,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),51.9,19.5,206.0,3950.0,Penguin_211,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),46.8,16.5,189.0,3650.0,Penguin_212,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),45.7,17.0,195.0,3650.0,Penguin_213,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),55.8,19.8,207.0,4000.0,Penguin_214,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),43.5,18.1,202.0,3400.0,Penguin_215,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),49.6,18.2,193.0,3775.0,Penguin_216,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.8,19.0,210.0,4100.0,Penguin_217,Chinstrap penguin (Pygoscelis antarctica)
Chinstrap penguin (Pygoscelis antarctica),50.2,18.7,198.0,3775.0,Penguin_218,Chinstrap penguin (Pygoscelis antarctica)
Gentoo penguin (Pygoscelis papua),46.1,13.2,211.0,4500.0,Penguin_219,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.0,16.3,230.0,5700.0,Penguin_220,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.7,14.1,210.0,4450.0,Penguin_221,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.0,15.2,218.0,5700.0,Penguin_222,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.6,14.5,215.0,5400.0,Penguin_223,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.5,13.5,210.0,4550.0,Penguin_224,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.4,14.6,211.0,4800.0,Penguin_225,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.7,15.3,219.0,5200.0,Penguin_226,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.3,13.4,209.0,4400.0,Penguin_227,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.8,15.4,215.0,5150.0,Penguin_228,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),40.9,13.7,214.0,4650.0,Penguin_229,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.0,16.1,216.0,5550.0,Penguin_230,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.5,13.7,214.0,4650.0,Penguin_231,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.4,14.6,213.0,5850.0,Penguin_232,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.8,14.6,210.0,4200.0,Penguin_233,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.3,15.7,217.0,5850.0,Penguin_234,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),42.0,13.5,210.0,4150.0,Penguin_235,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.2,15.2,221.0,6300.0,Penguin_236,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.2,14.5,209.0,4800.0,Penguin_237,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.7,15.1,222.0,5350.0,Penguin_238,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.2,14.3,218.0,5700.0,Penguin_239,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.1,14.5,215.0,5000.0,Penguin_240,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.5,14.5,213.0,4400.0,Penguin_241,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.3,15.8,215.0,5050.0,Penguin_242,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),42.9,13.1,215.0,5000.0,Penguin_243,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.1,15.1,215.0,5100.0,Penguin_244,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.5,14.3,216.0,4100.0,Penguin_245,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.8,15.0,215.0,5650.0,Penguin_246,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.2,14.3,210.0,4600.0,Penguin_247,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.0,15.3,220.0,5550.0,Penguin_248,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.3,15.3,222.0,5250.0,Penguin_249,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),42.8,14.2,209.0,4700.0,Penguin_250,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.1,14.5,207.0,5050.0,Penguin_251,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),59.6,17.0,230.0,6050.0,Penguin_252,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.1,14.8,220.0,5150.0,Penguin_253,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.4,16.3,220.0,5400.0,Penguin_254,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),42.6,13.7,213.0,4950.0,Penguin_255,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.4,17.3,219.0,5250.0,Penguin_256,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.0,13.6,208.0,4350.0,Penguin_257,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.7,15.7,208.0,5350.0,Penguin_258,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),42.7,13.7,208.0,3950.0,Penguin_259,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.6,16.0,225.0,5700.0,Penguin_260,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.3,13.7,210.0,4300.0,Penguin_261,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.6,15.0,216.0,4750.0,Penguin_262,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.5,15.9,222.0,5550.0,Penguin_263,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.6,13.9,217.0,4900.0,Penguin_264,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.5,13.9,210.0,4200.0,Penguin_265,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.5,15.9,225.0,5400.0,Penguin_266,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.9,13.3,213.0,5100.0,Penguin_267,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.2,15.8,215.0,5300.0,Penguin_268,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.6,14.2,210.0,4850.0,Penguin_269,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.5,14.1,220.0,5300.0,Penguin_270,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.1,14.4,210.0,4400.0,Penguin_271,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.1,15.0,225.0,5000.0,Penguin_272,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.5,14.4,217.0,4900.0,Penguin_273,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.0,15.4,220.0,5050.0,Penguin_274,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.8,13.9,208.0,4300.0,Penguin_275,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.5,15.0,220.0,5000.0,Penguin_276,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.2,14.5,208.0,4450.0,Penguin_277,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.4,15.3,224.0,5550.0,Penguin_278,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.3,13.8,208.0,4200.0,Penguin_279,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.2,14.9,221.0,5300.0,Penguin_280,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.7,13.9,214.0,4400.0,Penguin_281,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),54.3,15.7,231.0,5650.0,Penguin_282,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.8,14.2,219.0,4700.0,Penguin_283,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.8,16.8,230.0,5700.0,Penguin_284,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.2,14.4,214.0,4650.0,Penguin_285,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.5,16.2,229.0,5800.0,Penguin_286,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.5,14.2,220.0,4700.0,Penguin_287,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.7,15.0,223.0,5550.0,Penguin_288,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.7,15.0,216.0,4750.0,Penguin_289,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.4,15.6,221.0,5000.0,Penguin_290,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.2,15.6,221.0,5100.0,Penguin_291,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.5,14.8,217.0,5200.0,Penguin_292,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.4,15.0,216.0,4700.0,Penguin_293,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.6,16.0,230.0,5800.0,Penguin_294,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.5,14.2,209.0,4600.0,Penguin_295,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),51.1,16.3,220.0,6000.0,Penguin_296,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.2,13.8,215.0,4750.0,Penguin_297,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.2,16.4,223.0,5950.0,Penguin_298,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.1,14.5,212.0,4625.0,Penguin_299,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),52.5,15.6,221.0,5450.0,Penguin_300,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.4,14.6,212.0,4725.0,Penguin_301,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.0,15.9,224.0,5350.0,Penguin_302,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.9,13.8,212.0,4750.0,Penguin_303,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.8,17.3,228.0,5600.0,Penguin_304,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.4,14.4,218.0,4600.0,Penguin_305,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),51.3,14.2,218.0,5300.0,Penguin_306,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.5,14.0,212.0,4875.0,Penguin_307,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),52.1,17.0,230.0,5550.0,Penguin_308,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.5,15.0,218.0,4950.0,Penguin_309,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),52.2,17.1,228.0,5400.0,Penguin_310,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.5,14.5,212.0,4750.0,Penguin_311,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.5,16.1,224.0,5650.0,Penguin_312,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.5,14.7,214.0,4850.0,Penguin_313,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.8,15.7,226.0,5200.0,Penguin_314,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.4,15.8,216.0,4925.0,Penguin_315,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.9,14.6,222.0,4875.0,Penguin_316,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.4,14.4,203.0,4625.0,Penguin_317,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),51.1,16.5,225.0,5250.0,Penguin_318,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.5,15.0,219.0,4850.0,Penguin_319,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),55.9,17.0,228.0,5600.0,Penguin_320,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.2,15.5,215.0,4975.0,Penguin_321,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.1,15.0,228.0,5500.0,Penguin_322,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.3,13.8,216.0,4725.0,Penguin_323,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.8,16.1,215.0,5500.0,Penguin_324,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),41.7,14.7,210.0,4700.0,Penguin_325,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),53.4,15.8,219.0,5500.0,Penguin_326,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.3,14.0,208.0,4575.0,Penguin_327,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.1,15.1,209.0,5500.0,Penguin_328,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.5,15.2,216.0,5000.0,Penguin_329,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.8,15.9,229.0,5950.0,Penguin_330,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),43.5,15.2,213.0,4650.0,Penguin_331,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),51.5,16.3,230.0,5500.0,Penguin_332,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.2,14.1,217.0,4375.0,Penguin_333,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),55.1,16.0,230.0,5850.0,Penguin_334,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),44.5,15.7,217.0,4875.0,Penguin_335,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),48.8,16.2,222.0,6000.0,Penguin_336,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),47.2,13.7,214.0,4925.0,Penguin_337,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),46.8,14.3,215.0,4850.0,Penguin_338,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),50.4,15.7,222.0,5750.0,Penguin_339,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),45.2,14.8,212.0,5200.0,Penguin_340,Gentoo penguin (Pygoscelis papua)
Gentoo penguin (Pygoscelis papua),49.9,16.1,213.0,5400.0,Penguin_341,Gentoo penguin (Pygoscelis papua)
